Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Victorious Boxers: Ippo's Road to Glory,PS2,2000,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47,75,15,8,10,New,T
Aqua Aqua,PS2,2000,Puzzle,3DO,0.05,0.04,0,0.01,0.11,79,14,tbd,,Zed Two Limited,E
GunGriffon Blaze,PS2,2000,Simulation,Swing! Entertainment,0.05,0.04,0,0.01,0.11,73,16,tbd,,Game Arts,T
ESPN NBA 2Night,PS2,2000,Sports,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09,62,8,tbd,,Konami,E
Rollcage Stage II,PS,2000,Racing,Sony Computer Entertainment,0.05,0.03,0,0.01,0.09,85,7,8.9,16,Attention To Detail,E
Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09,61,11,8.3,7,Argonaut Games,E
Strider 2,PS,2000,Platform,Virgin Interactive,0.05,0.03,0,0.01,0.08,69,15,8.1,11,Capcom,E
Driving Emotion Type-S,PS2,2000,Racing,Electronic Arts,0.04,0.03,0.11,0.01,0.18,55,18,tbd,,Escape,E
Gradius III and IV,PS2,2000,Shooter,Konami Digital Entertainment,0.04,0.03,0,0.01,0.08,64,15,tbd,,KCET,E
Gadget Racers,PS2,2000,Racing,Midas Interactive Entertainment,0.04,0.03,0,0.01,0.08,67,10,7.4,7,Barnhouse Effect,E
Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,Ubisoft,0.04,0.03,0,0.01,0.08,73,10,7.3,7,Disney Interactive,E
Duke Nukem: Land of the Babes,PS,2000,Shooter,Atari,0.04,0.03,0,0,0.08,37,7,6.8,20,n-Space,M
Ephemeral Fantasia,PS2,2000,Role-Playing,Konami Digital Entertainment,0.04,0.03,0,0.01,0.08,48,16,6.3,39,KCEJ,T
Persona 2: Eternal Punishment,PS,2000,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35,83,11,8.4,25,Atlus Co.,T
Silpheed: The Lost Planet,PS2,2000,Shooter,Swing! Entertainment,0.03,0.03,0,0.01,0.07,72,12,7.5,4,Treasure,T
Championship Surfer,PS,2000,Sports,Mattel Interactive,0.03,0.02,0,0,0.06,57,5,tbd,,Krome Studios,E
Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.03,0.02,0,0,0.06,34,4,tbd,,Revolution Software,E
Animorphs: Shattered Reality,PS,2000,Action,Infogrames,0.03,0.02,0,0,0.06,27,4,tbd,,SingleTrac,E
Power Spike Pro Beach Volleyball,PS,2000,Sports,Infogrames,0.03,0.02,0,0,0.05,48,10,tbd,,Carapace,E
Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,90,13,8.7,31,Codemasters,E
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04,74,7,8.3,13,Konami,E
Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.1,0,0.02,0.13,88,34,8.8,1056,Blizzard North,M
The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0,0.01,0.05,92,38,7.9,451,Maxis,T
Sheep,PS,2000,Strategy,Empire Interactive,0.01,0.01,0,0,0.02,71,6,tbd,,Minds-Eye Productions,E
Hogs of War,PS,2000,Strategy,Infogrames,0.01,0.01,0,0,0.02,62,10,8.8,31,Infogrames Sheffield,T
Point Blank 3,PS,2000,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.02,78,5,8.4,5,Tose Software,T
Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0,0,0.22,0,0.22,80,17,9,24,Capcom,T
Phantasy Star Online,DC,2000,Role-Playing,Sega,0,0,0.2,0,0.2,89,21,9.1,33,Sonic Team,T
Grandia II,DC,2000,Role-Playing,Ubisoft,0,0,0.2,0,0.2,90,17,8.8,57,Game Arts,T
Sega GT,DC,2000,Racing,Sega,0,0,0.13,0,0.13,84,25,7.7,11,TOSE,E
Skies of Arcadia,DC,2000,Role-Playing,Sega,0,0,0.09,0,0.09,93,21,9.4,98,Overworks,T
The Typing of the Dead,DC,2000,Shooter,Sega,0,0,0.05,0,0.05,83,12,7.8,12,Smilebit,M
Deus Ex,PC,2000,Role-Playing,Eidos Interactive,0,0.01,0,0,0.01,90,28,9.3,1069,Ion Storm,M
Grand Theft Auto III,PS2,2001,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1,97,56,8.5,664,DMA Design,M
Gran Turismo 3: A-Spec,PS2,2001,Racing,Sony Computer Entertainment,6.85,5.09,1.87,1.16,14.98,95,54,8.4,314,Polyphony Digital,E
Halo: Combat Evolved,XB,2001,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,97,68,8.6,1283,Bungie Software,M
Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07,92,38,9.1,568,HAL Labs,T
Super Mario Advance,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,84,19,7.8,41,Nintendo,E
Namco Museum,GBA,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24,79,10,7.3,6,Mass Media,E
Final Fantasy X,PS2,2001,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,92,53,8.7,1056,SquareSoft,T
Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97,34,7.5,298,Neversoft Entertainment,T
Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,93,24,8.3,108,Intelligent Systems,E
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94,23,7.9,46,EA Sports,E
Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,96,42,8.7,1026,KCEJ,M
Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78,34,8.5,161,Nintendo,E
NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79,89,22,8.6,39,NuFX,E
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90,35,8.7,312,Naughty Dog,E
Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,66,22,7.1,156,Traveller's Tales,E
Pac-Man Collection,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79,13,7.8,4,Mass Media,E
ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2.07,0.26,0,0.08,2.41,82,16,8.4,53,Rainbow Studios,E
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89,22,9.1,95,Namco,E
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61,64,23,7.7,32,Fox Interactive,T
Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80,21,8.5,86,Rockstar Toronto,M
Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87,42,8.9,137,Nintendo,E
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72,27,7.9,48,EA Redwood Shores,T
The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0,0,0,1.82,85,17,7.9,70,Maxis,T
Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0,0.02,1.82,72,9,6,5,Mass Media,E
Sonic Adventure 2 Battle,GC,2001,Platform,Sega,1.7,0.59,0.21,0.07,2.56,73,28,8.3,179,Sonic Team,E
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73,64,11,7.5,41,Argonaut Games,E
Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12,85,35,8.2,28,Bizarre Creations,E
Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94,37,8.5,466,Capcom,M
Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,1.29,0.83,0,0.11,2.23,74,16,8,13,Digital Eclipse,E
Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0,0.06,1.71,65,10,tbd,,3d6 Games,E
The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0.83,0,0.1,2.16,74,17,7.9,30,Maxis,T
Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24,87,22,8.1,48,Sonic Team,E
Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,87,35,8.6,44,Team Ninja,T
Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,1.19,0.17,0,0.05,1.41,91,15,8.4,98,Incognito Inc.,M
Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,80,15,7.9,46,Acclaim Studios Cheltenham,T
Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0,0.22,1.67,84,28,7.8,13,Paradigm Entertainment,T
Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,87,10,8.3,36,Shaba Games,E
Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,1.08,0.7,0.34,0.21,2.34,84,21,8.4,189,Capcom,M
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,90,45,8.6,80,Factor 5,T
Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1.03,0.02,0,0,1.06,87,21,9.1,639,Blizzard North,M
Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,85,30,8.9,16,Clap Hanz,E
Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,86,23,8.2,56,Capcom,M
Max Payne,XB,2001,Shooter,Take-Two Interactive,0.98,0.19,0,0.05,1.22,89,24,8.3,61,neo Software,M
Super Monkey Ball,GC,2001,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46,87,28,7.9,46,Amusement Vision,E
Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,91,29,9.3,198,Camelot Software Planning,E
Fuzion Frenzy,XB,2001,Misc,Microsoft Game Studios,0.93,0.24,0,0.04,1.21,70,28,6.9,16,Blitz Games,E
NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0,0.24,1.86,70,16,7.4,8,Electronic Arts,E
Wario Land 4,GBA,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,88,17,8.9,42,Nintendo,E
Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,64,8,7.1,7,Griptonite Games,E
SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0,0.22,1.73,92,33,8.9,71,EA Canada,E
Tony Hawk's Pro Skater 2,GBA,2001,Sports,Activision,0.85,0.31,0,0.02,1.18,95,16,7.5,22,Vicarious Visions,E
Pikmin,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63,89,39,8.7,121,Nintendo,E
Madden NFL 2002,PS,2001,Sports,Electronic Arts,0.78,0.53,0,0.09,1.39,88,9,8,7,EA Sports,E
The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,0.78,0.26,0,0.01,1.05,61,17,8.3,6,Fox Interactive,T
NCAA Football 2002,PS2,2001,Sports,Electronic Arts,0.77,0.6,0,0.2,1.57,90,18,8.7,24,EA Sports,E
Red Faction,PS2,2001,Shooter,THQ,0.76,0.96,0,0.2,1.92,88,25,8,69,Volition Inc.,M
Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,0.69,0.11,0,0.02,0.82,78,30,9,20,Indie Built,E
Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,0.67,0.53,0,0.18,1.38,81,21,8.1,18,"Z-Axis, Ltd.",T
Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,0.64,0.17,0,0.02,0.82,91,27,9,27,Neversoft Entertainment,T
Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,0.62,0.49,0,0.16,1.28,89,34,8.9,557,KCET,M
Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,84,25,8,21,LucasArts,T
Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,Virgin Interactive,0.61,0.48,0,0.16,1.24,87,29,8.3,90,Snowblind Studios,T
Frogger: The Great Quest,PS2,2001,Platform,Konami Digital Entertainment,0.6,0.47,0,0.16,1.23,32,6,4.6,29,Konami,E
Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,91,22,8.5,59,KCEK,T
NHL 2002,PS2,2001,Sports,Electronic Arts,0.59,0.46,0,0.15,1.2,92,22,8.5,26,EA Sports,E
Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,0.57,0.87,0.02,0.09,1.55,74,15,8.7,35,Vicarious Visions,E
NASCAR Thunder 2002,PS2,2001,Racing,Electronic Arts,0.57,0.44,0,0.15,1.16,85,17,8.5,22,EA Sports,E
Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games,0.56,0.44,0,0.15,1.15,73,15,8.3,30,Midway,T
Supercar Street Challenge,PS2,2001,Racing,Activision,0.55,0.43,0,0.14,1.12,57,15,7.6,9,Exakt,E
Oddworld: Munch's Oddysee,XB,2001,Platform,Atari,0.54,0.16,0,0.03,0.73,80,30,8.7,32,Oddworld Inhabitants,T
Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87,78,17,9.1,90,Omega Force,T
NBA Live 2001,PS2,2001,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1,74,18,tbd,,EA Sports,E
Star Wars: Obi-Wan,XB,2001,Action,Activision,0.52,0.16,0,0.02,0.7,58,28,5.9,14,LucasArts,T
F-14 Tomcat,GBA,2001,Action,Majesco Entertainment,0.5,0.19,0,0.01,0.7,67,8,tbd,,Virtucraft,E
Advance Wars,GBA,2001,Strategy,Nintendo,0.5,0.19,0,0.01,0.7,92,28,9,95,Intelligent Systems,E
Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,0.49,0.33,0,0.06,0.87,48,4,6.6,16,Runecraft,T
Ford Racing,PS,2001,Racing,Empire Interactive,0.48,0.33,0,0.06,0.86,53,4,5.8,4,Toolbox Design,E
Madden NFL 2002,GC,2001,Sports,Electronic Arts,0.47,0.12,0,0.02,0.61,89,12,tbd,,EA Sports,E
Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92,63,17,3.3,9,Titus Software,E
NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0,0.11,0.89,85,16,7.5,6,Visual Concepts,E
Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0,0.05,0.79,34,6,5.3,6,Deibus Studios,E
Spider-Man: Mysterio's Menace,GBA,2001,Action,Activision,0.43,0.16,0,0.01,0.61,84,8,8.7,11,Vicarious Visions,E
Blood Wake,XB,2001,Shooter,Microsoft Game Studios,0.43,0.12,0,0.02,0.57,71,30,7.5,13,Stormfront Studios,T
SSX Tricky,GC,2001,Sports,Electronic Arts,0.42,0.11,0,0.01,0.54,87,20,8.6,18,EA Sports Big,E
Tony Hawk's Pro Skater 2x,XB,2001,Sports,Activision,0.41,0.19,0,0.03,0.63,78,24,8.8,5,Treyarch,T
X-Men: Mutant Academy 2,PS,2001,Fighting,Activision,0.4,0.27,0,0.05,0.72,72,12,8.4,18,Paradox Development,T
Wave Race: Blue Storm,GC,2001,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6,80,21,8.3,29,Nintendo,E
F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86,19,8.5,22,Nd Cube,E
Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0,0.1,0.77,84,33,8.7,16,Capcom,T
Darkstone,PS,2001,Role-Playing,Electronic Arts,0.37,0.25,0,0.04,0.66,58,10,8.3,12,Delphine Software International,T
Tiger Woods PGA Tour 2001,PS2,2001,Sports,Electronic Arts,0.36,0.28,0,0.09,0.74,74,19,tbd,,Stormfront Studios,E
Burnout,PS2,2001,Racing,Acclaim Entertainment,0.36,0.28,0,0.1,0.74,79,25,7.7,33,Criterion Games,E
Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,Codemasters,0.36,0.28,0,0.09,0.73,64,17,8.7,13,Dearsoft,E
Rayman Advance,GBA,2001,Platform,Ubisoft,0.36,0.13,0,0.01,0.5,84,17,8.4,16,Digital Eclipse,E
Crazy Taxi,GC,2001,Racing,Acclaim Entertainment,0.36,0.09,0.02,0.01,0.49,69,20,7.5,21,Acclaim,T
NBA Live 2002,XB,2001,Sports,Electronic Arts,0.35,0.03,0,0.02,0.4,76,15,7.5,6,Electronic Arts,E
SplashDown,PS2,2001,Racing,Atari,0.34,0.27,0,0.09,0.7,84,22,8.2,11,Rainbow Studios,E
Midnight Club: Street Racing,GBA,2001,Racing,Rebellion,0.34,0.13,0,0.01,0.48,50,5,5.3,6,Angel Studios,E
Scooby-Doo,GBA,2001,Platform,THQ,0.33,0.12,0,0.01,0.46,64,5,tbd,,Helixe,E
Iridion 3D,GBA,2001,Shooter,THQ,0.33,0.12,0,0.01,0.46,53,15,tbd,,Shin'en,E
Tekken Advance,GBA,2001,Fighting,Infogrames,0.32,0.12,0,0.01,0.45,82,14,8.2,13,Eighting/Raizing,T
SSX Tricky,XB,2001,Sports,Electronic Arts,0.32,0.09,0,0.02,0.43,88,22,8.5,11,EA Sports Big,E
FIFA Soccer 2002,PS2,2001,Sports,Electronic Arts,0.31,0.24,0,0.08,0.63,82,17,5.8,28,EA Sports,E
"Monsters, Inc. Scream Team",PS,2001,Platform,Sony Computer Entertainment,0.31,0.21,0,0.04,0.56,65,10,6.9,8,Artificial Mind and Movement,E
Zone of the Enders,PS2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75,78,21,7.4,49,KCEJ,M
Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,0.3,0.2,0,0.04,0.54,80,15,8.6,16,Shaba Games,E
Star Wars Starfighter: Special Edition,XB,2001,Simulation,LucasArts,0.3,0.1,0,0.02,0.42,76,22,tbd,,Secret Level,T
NASCAR Heat 2002,PS2,2001,Racing,Infogrames,0.29,0.23,0,0.08,0.6,81,14,tbd,,Monster Games Inc.,E
Half-Life,PS2,2001,Shooter,Vivendi Games,0.29,0.23,0,0.08,0.6,87,24,8.6,94,Gearbox Software,M
Rayman Arena,PS2,2001,Racing,Ubisoft,0.29,0.23,0,0.08,0.6,63,10,8.6,8,Ubisoft,E
Final Fantasy Chronicles,PS,2001,Role-Playing,Square,0.29,0.2,0,0.03,0.52,89,15,9.1,37,TOSE,T
NBA Live 2002,PS,2001,Sports,Electronic Arts,0.29,0.19,0,0.03,0.52,81,6,8.8,9,EA Canada,E
Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,0.29,0.2,0,0.03,0.52,73,19,8.5,36,Sony Bend,M
Knockout Kings 2001,PS2,2001,Fighting,Electronic Arts,0.28,0.21,0,0.07,0.56,81,18,tbd,,Black Ops Entertainment,T
NHL Hitz 20-02,PS2,2001,Sports,Midway Games,0.28,0.22,0,0.07,0.56,78,18,7.6,8,Black Box,E
MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,THQ,0.27,0.21,0,0.07,0.56,76,17,8.3,9,Pacific Coast Power & Light,E
All-Star Baseball 2002,PS2,2001,Sports,Acclaim Entertainment,0.27,0.21,0,0.07,0.56,77,16,7.6,8,Acclaim Studios Austin,E
Soldier of Fortune: Gold Edition,PS2,2001,Shooter,Codemasters,0.27,0.21,0,0.07,0.56,59,14,6.8,17,Pipe Dream Interactive,M
Soul Reaver 2,PS2,2001,Action,Eidos Interactive,0.27,0.21,0,0.07,0.55,80,22,8.5,35,Crystal Dynamics,M
Batman: Vengeance,PS2,2001,Adventure,Ubisoft,0.27,0.21,0,0.07,0.55,68,19,6.7,12,Ubisoft,T
Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,0.26,0.2,0,0.07,0.53,81,21,7.9,20,Namco,T
Oni,PS2,2001,Action,Take-Two Interactive,0.26,0.2,0,0.07,0.53,69,24,7.8,22,Rockstar Toronto,T
Shaun Palmer's Pro Snowboarder,GBA,2001,Sports,Activision,0.26,0.1,0,0.01,0.36,58,7,tbd,,Natsume,E
Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,0.25,0.2,0,0.07,0.51,47,14,6.3,7,Mass Media,E
The Mummy Returns,PS2,2001,Action,Universal Interactive,0.25,0.19,0,0.06,0.5,44,13,7,11,Blitz Games,T
Shrek,XB,2001,Platform,TDK Mediactive,0.25,0.1,0,0.01,0.36,49,19,5.4,9,Digital Illusions,T
NASCAR Thunder 2002,XB,2001,Racing,Electronic Arts,0.25,0.07,0,0.01,0.33,82,17,tbd,,EA Tiburon,E
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,0.24,0.16,0,0.03,0.43,76,5,8.1,8,989 Sports,E
GT Advance Championship Racing,GBA,2001,Racing,THQ,0.24,0.09,0,0.01,0.33,82,10,tbd,,MTO,E
ICO,PS2,2001,Action,Sony Computer Entertainment,0.23,0.18,0,0.06,0.47,90,59,8.8,328,SCE Japan Studio,T
NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.23,0.16,0,0.03,0.42,69,8,6.9,10,Black Box,E
NFL GameDay 2002,PS,2001,Sports,Sony Computer Entertainment,0.23,0.15,0,0.03,0.4,62,10,8.8,4,989 Sports,E
Fortress,GBA,2001,Action,Majesco Entertainment,0.23,0.08,0,0.01,0.32,64,15,tbd,,Pipe Dream Interactive,E
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75,81,22,7.9,27,Capcom,T
Extermination,PS2,2001,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55,67,19,7.8,19,Deep Space,M
Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,0.21,0.06,0,0.01,0.28,84,23,8.3,39,KCET,M
Dave Mirra Freestyle BMX 2,GC,2001,Sports,Acclaim Entertainment,0.21,0.06,0,0.01,0.28,78,15,7.7,10,"Z-Axis, Ltd.",T
Disney's Tarzan Untamed,PS2,2001,Platform,Ubisoft,0.2,0.16,0,0.05,0.41,59,7,7.1,7,Ubisoft,E
18 Wheeler: American Pro Trucker,PS2,2001,Racing,Acclaim Entertainment,0.2,0.15,0,0.05,0.4,61,11,5.7,18,Acclaim Studios Cheltenham,E
World's Scariest Police Chases,PS,2001,Racing,Activision,0.2,0.14,0,0.02,0.36,54,16,6.3,4,UDS,T
Earthworm Jim,GBA,2001,Platform,Interplay,0.2,0.08,0,0.01,0.29,72,10,5.7,6,Game Titan,E
X-Men: Reign of Apocalypse,GBA,2001,Action,Activision,0.2,0.08,0,0.01,0.28,61,10,tbd,,Digital Eclipse,E
Pitfall: The Mayan Adventure,GBA,2001,Platform,Interplay,0.2,0.07,0,0.01,0.28,58,10,tbd,,Pipe Dream Interactive,E
NHL 2002,XB,2001,Sports,Electronic Arts,0.2,0.06,0,0.01,0.27,89,17,8.8,5,EA Sports,E
NHL Hitz 20-02,XB,2001,Sports,Midway Games,0.2,0.06,0,0.01,0.27,79,20,8.7,11,Black Box,E
Batman: Vengeance,GC,2001,Adventure,Ubisoft,0.2,0.05,0,0.01,0.26,70,17,5.8,16,Ubisoft Montreal,T
NFL GameDay 2002,PS2,2001,Sports,Sony Computer Entertainment,0.19,0.15,0,0.05,0.38,51,18,4.6,5,Red Zone Entertainment,E
Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision,0.19,0.07,0,0,0.27,71,11,tbd,,HotGen,E
The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,0.19,0.05,0,0.01,0.24,67,16,7.7,12,Radical Entertainment,T
ESPN X Games Skateboarding,PS2,2001,Sports,Konami Digital Entertainment,0.18,0.14,0,0.05,0.36,58,15,7.8,14,KCEO,E
Midway's Greatest Arcade Hits,GBA,2001,Misc,Midway Games,0.18,0.07,0,0,0.25,48,9,tbd,,Midway,E
Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft,0.18,0.07,0,0,0.25,84,17,7.4,10,Capcom,T
Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0,0.01,0.24,52,26,8.5,14,Adrenium,T
4x4 EVO 2,XB,2001,Racing,Gathering of Developers,0.18,0.05,0,0.01,0.24,59,15,6.2,5,Terminal Reality,E
Arctic Thunder,PS2,2001,Racing,Midway Games,0.17,0.14,0,0.05,0.36,45,23,5.3,10,Inland Productions,T
Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive,0.17,0.13,0,0.04,0.34,65,15,8.1,7,Core Design Ltd.,T
KISS Pinball,PS,2001,Action,Take-Two Interactive,0.17,0.12,0,0.02,0.31,26,7,3.8,8,Wildfire Studios,T
All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22,66,17,5.6,9,Acclaim,E
MXRider,PS2,2001,Racing,Atari,0.16,0.13,0,0.04,0.34,69,16,6.8,6,Paradigm Entertainment,E
Cool Boarders 2001,PS2,2001,Sports,Sony Computer Entertainment,0.16,0.13,0,0.04,0.33,78,16,tbd,,Idol Minds,E
4x4 Evolution,PS2,2001,Racing,Gathering of Developers,0.16,0.12,0,0.04,0.32,64,11,tbd,,Terminal Reality,E
Kinetica,PS2,2001,Racing,Sony Computer Entertainment,0.16,0.12,0,0.04,0.32,77,21,8.3,21,SCE Santa Monica,T
NHL Hitz 20-02,GC,2001,Sports,Midway Games,0.16,0.04,0,0.01,0.21,79,13,8.7,7,Midway,E
Bloody Roar 3,PS2,2001,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,71,20,8.6,34,Eighting/Raizing,T
NCAA Final Four 2002,PS2,2001,Sports,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,52,14,6.5,8,989 Sports,E
Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,Sports,Acclaim Entertainment,0.15,0.1,0,0.02,0.27,67,11,8.1,7,"Z-Axis, Ltd.",E
NASCAR Heat 2002,XB,2001,Racing,Infogrames,0.15,0.04,0,0.01,0.2,78,18,tbd,,Monster Games Inc.,E
Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.15,0.04,0,0.01,0.2,76,18,8.2,6,"Z-Axis, Ltd.",T
Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,0.15,0.03,0,0.01,0.18,64,21,8.3,9,Rockstar San Diego,E
Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,79,10,8.9,24,Capcom,E
Mega Man X6,PS,2001,Action,Capcom,0.14,0.1,0.16,0.03,0.42,65,14,6.8,44,Capcom,E
